# Source Node ID, Target Node ID, Length (real in meters), Road Type (1-6)
33242031	65292114	75.1912555024	1
33242031	65292114	75.1912555024	1
54763573	65293797	97.7436476059	1
54763573	65293797	97.7436476059	1
54763573	5435466139	191.7340070396	1
54763573	5435466139	191.7340070396	1
5435466139	65324087	72.9867637659	1
5435466139	65324087	72.9867637659	1
65324087	5437055049	236.0665061542	1
65324087	5437055049	236.0665061542	1
5437055049	65285622	40.9893019778	1
5437055049	65285622	40.9893019778	1
54891395	54891397	146.3550433296	1
54891395	54891397	146.3550433296	1
54891397	293820532	141.7932636684	1
54891397	293820532	141.7932636684	1
65279851	65279852	147.1896585386	1
65279910	65279912	85.5568404866	1
65279910	65279912	85.5568404866	1
65279912	65279914	85.4153494049	1
65279912	65279914	85.4153494049	1
65279914	65279916	85.5064338163	1
65279914	65279916	85.5064338163	1
65279916	65279918	85.5575669464	1
65279916	65279918	85.5575669464	1
3069448500	3646946061	108.0800095842	1
3069448500	3646946061	108.0800095842	1
3646946061	65280002	11.1370486522	1
3646946061	65280002	11.1370486522	1
65280018	65280040	189.9751273937	1
65280018	65280040	189.9751273937	1
65280044	65280050	207.5647173287	1
65280044	65280050	207.5647173287	1
65280069	65280069	69.9861862969	1
65280094	65280097	82.6675767494	1
65280094	65280097	82.6675767494	1
65280097	65280099	81.8982280684	1
65280097	65280099	81.8982280684	1
258912711	65280106	204.7374799454	1
258912711	65280106	204.7374799454	1
65280106	420508875	200.8462489014	1
65280106	420508875	200.8462489014	1
65280134	65280136	20.9510123158	1
65280134	65280136	20.9510123158	1
65280154	65280157	57.5381623654	1
65280154	65280157	57.5381623654	1
65280157	65280159	8.8406399323	1
65280157	65280159	8.8406399323	1
5428824710	65280347	10.6305924841	1
5428824710	65280347	10.6305924841	1
65280347	65280356	113.6351007869	1
65280347	65280356	113.6351007869	1
65280356	65280373	188.426080342	1
65280356	65280373	188.426080342	1
65280377	65280380	117.4391674688	2
65280377	65280380	117.4391674688	2
65280380	65280384	76.2632592483	2
65280380	65280384	76.2632592483	2
65280384	3117933952	76.193411941	2
65280384	3117933952	76.193411941	2
663082994	4003624575	61.5854781987	2
65280764	344386151	53.6413848815	1
65280764	344386151	53.6413848815	1
344386151	1211585383	40.7955743618	1
344386151	1211585383	40.7955743618	1
65280798	65280835	368.0969782747	1
65280798	65280835	368.0969782747	1
2325127209	258958632	26.9604689843	1
65280896	65280905	36.953322128	1
65280896	65280905	36.953322128	1
766933836	5027308664	28.1610341463	6
65344708	266910523	9.4656604996	4
266910523	65281357	21.0967259038	4
65281631	65281615	236.5279959147	6
65281639	311713937	15.2043952137	6
65281752	65281745	189.3216437596	6
65281824	65281830	34.1456235727	1
65281824	65281830	34.1456235727	1
65281835	65281838	46.4329128045	1
65281835	65281838	46.4329128045	1
65281856	65281859	40.7687468092	1
65281856	65281859	40.7687468092	1
729040229	65281752	120.839582873	6
65281944	65281942	491.2181316397	6
65281950	65281952	28.0309723397	1
65281950	65281952	28.0309723397	1
4062846061	4070947311	44.6241699131	1
65282190	65282200	96.5163747784	4
65282272	332786709	148.6363065762	1
65282328	65282331	61.2226325424	1
65282328	65282331	61.2226325424	1
65282369	65282374	121.8833934164	6
65282380	65282387	63.5060401944	6
65282387	65282392	68.4749642974	6
65282415	295485947	11.2286439866	3
65282415	295485947	11.2286439866	3
65282467	65282474	117.5212808498	6
65282474	65290249	53.8288728326	6
298081952	65282467	147.9292426811	6
293741891	65282542	184.5819165024	6
766885277	259408089	717.2977148238	6
65282779	65282786	89.1303668549	6
436978770	323373875	21.6595121871	6
65282942	65282944	86.8516372148	1
65282942	65282944	86.8516372148	1
65282949	665558537	82.0011031738	4
65280405	65282960	82.9474130132	4
65283026	65283028	10.5925226268	1
65283026	65283028	10.5925226268	1
65283028	65283026	110.8777300094	1
65283028	65283026	110.8777300094	1
65283112	65283101	34.9135474012	1
65283112	65283101	34.9135474012	1
65283101	65283107	42.6725530638	1
65283101	65283107	42.6725530638	1
65283117	615437456	20.1645183628	1
65283117	615437456	20.1645183628	1
65283175	65283183	94.3757061458	1
65283175	65283183	94.3757061458	1
65283183	65283196	96.1409093717	1
65283183	65283196	96.1409093717	1
65283366	65283375	81.3841470816	6
65283442	65283457	85.4570153855	1
65283457	65283442	41.6693397759	1
5112548025	65283492	57.5777365746	6
65283514	65283518	93.8949527785	6
65283592	767806612	316.4904422601	6
65283638	65283647	386.4036645413	6
65283675	65283711	265.5837447439	1
65283675	65283711	265.5837447439	1
65283721	65283732	72.3100333213	6
65283764	65283776	159.925334019	6
65371530	295221939	251.2463712674	6
5441148912	5441148913	50.2690110906	1
5441148912	5441148913	50.2690110906	1
65283914	299387925	117.0875551466	6
295222216	65374349	305.9484208904	6
65284109	5037024041	99.5857955416	1
65284109	5037024041	99.5857955416	1
65284175	65284179	83.5587432891	1
65284175	65284179	83.5587432891	1
65284179	65284181	54.3857804237	1
65284179	65284181	54.3857804237	1
65284181	65284184	31.760868571	1
65284181	65284184	31.760868571	1
65284336	65284353	111.3011434459	1
65284336	65284353	111.3011434459	1
358888595	65284431	205.3350784321	4
65284442	65284445	167.1840614005	1
65284442	65284445	167.1840614005	1
65284458	65284461	156.7309203244	1
65284458	65284461	156.7309203244	1
65284181	65284542	57.1854773989	1
65284181	65284542	57.1854773989	1
65284542	4911168125	35.9466716001	1
65284542	4911168125	35.9466716001	1
4911168125	65284556	56.8995877012	1
4911168125	65284556	56.8995877012	1
65284556	65284563	45.019495173	1
65284556	65284563	45.019495173	1
65284542	4911168124	109.2157148969	1
65284542	4911168124	109.2157148969	1
4911168124	65284179	78.4427597581	1
4911168124	65284179	78.4427597581	1
65284600	65284619	272.0142878529	6
259395663	65284661	436.4946519034	6
65284661	258777392	95.7810799136	6
65284708	65284696	98.2673138333	6
65284600	764840944	244.168052032	6
65281061	65284945	291.8135060269	6
65283935	65285050	72.1527094235	4
65285119	65285123	189.0596122845	1
65285119	65285123	189.0596122845	1
65285129	65285130	50.8343413738	1
65285129	65285130	50.8343413738	1
65285133	65284066	139.3040363053	4
65285175	65299290	51.4656653291	1
65285175	65299290	51.4656653291	1
65285181	65285183	44.0626106992	1
65285181	65285183	44.0626106992	1
65281874	65348923	125.5716990838	6
766934008	259406745	237.9182683711	6
65285341	287826858	25.948377787	1
764927041	65311343	319.3506385497	6
764927484	764927373	175.7900656708	6
1614316115	2252547627	29.010446955	1
1614316115	2252547627	29.010446955	1
65285620	65285622	54.2028902259	1
65285620	65285622	54.2028902259	1
65285635	65285626	88.2929502595	4
65285646	65285648	30.0082506557	1
65285646	65285648	30.0082506557	1
65285648	5427553439	24.3463824936	1
65285648	5427553439	24.3463824936	1
5427553439	65285650	14.1792806293	1
5427553439	65285650	14.1792806293	1
65285655	65285673	116.5608873759	1
65285655	65285673	116.5608873759	1
346521744	2693928415	25.6944520099	1
2693928415	5427673548	61.2679316195	1
5427673548	65285698	27.9758129622	1
65285698	4045338448	53.888634096	1
4045338448	1155753269	39.3765832149	1
1155753269	346521662	70.490792598	1
65285698	4045338455	79.4020289213	1
5428509613	3722672061	150.1001822527	1
65285913	5035895973	52.6586637442	1
65286004	65285998	329.2614186592	6
65285698	65286022	58.3336364416	1
65285698	65286022	58.3336364416	1
65286030	1155753222	35.6301695735	1
65286126	1260360867	21.7043395049	6
1260360867	300757102	135.7559775437	6
65286177	65286184	69.3161080195	1
65286177	65286184	69.3161080195	1
65286184	65286187	40.4318102044	1
65286184	65286187	40.4318102044	1
65286393	1727334358	21.801460393	1
65286393	1727334358	21.801460393	1
1727334358	65286396	43.0473123413	1
1727334358	65286396	43.0473123413	1
65286435	65286458	208.157880056	6
65285133	65284691	180.3629052866	6
65283619	65286495	30.6510672344	6
65286515	259394880	297.0956753551	6
65286556	65286560	32.5105513307	1
65286556	65286560	32.5105513307	1
65283492	65286605	50.7626935046	6
65286610	65283375	64.784903218	6
65286633	65320949	76.4313210664	1
65286633	65320949	76.4313210664	1
276543342	258768356	52.5191365532	6
65286796	65286797	31.0003013062	1
65286796	65286797	31.0003013062	1
3722628471	65284336	228.9934065454	1
3722628471	65284336	228.9934065454	1
663083227	358897396	12.809127664	6
358897396	1614176430	85.1162553149	6
65286148	1260360859	31.0442827328	6
3454073850	3454073849	21.8136050995	1
3454073850	3454073849	21.8136050995	1
3454073849	65286872	21.8422174166	1
3454073849	65286872	21.8422174166	1
65286922	5359937486	18.6729499995	1
65286922	5359937486	18.6729499995	1
5359937486	1993085333	45.5324810365	1
5359937486	1993085333	45.5324810365	1
1993085333	65286938	10.4219507931	1
1993085333	65286938	10.4219507931	1
65286961	65284661	223.4000934207	6
65359704	65287073	59.8726433596	1
427891263	4759500428	87.7035291776	4
4759500428	65287111	31.5605996154	4
65287137	4627635288	107.6575819092	1
65337493	5003726334	53.5417008213	1
65337493	5003726334	53.5417008213	1
5003726334	65287147	124.8823479885	1
5003726334	65287147	124.8823479885	1
65287163	65287171	72.755067999	1
65287163	65287171	72.755067999	1
65287171	65287172	12.7060926138	1
65287171	65287172	12.7060926138	1
65287176	65287179	26.9759033676	1
65287176	65287179	26.9759033676	1
65287183	65287185	47.2354770831	1
65287183	65287185	47.2354770831	1
65287191	65287193	40.6589760692	1
65287191	65287193	40.6589760692	1
65287201	5434001264	6.8753217612	1
65287201	5434001264	6.8753217612	1
65287209	5352470007	146.7909618667	2
65287209	5352470007	146.7909618667	2
5352470007	65287213	146.6410945492	2
5352470007	65287213	146.6410945492	2
65287440	65287442	39.2347289361	2
65287440	65287442	39.2347289361	2
65287529	330662281	51.1624385647	1
65287529	330662281	51.1624385647	1
65287542	315426325	135.1139001268	1
65287542	315426325	135.1139001268	1
315426325	315426372	23.9734290121	1
315426325	315426372	23.9734290121	1
315426372	65287590	153.3158038639	1
315426372	65287590	153.3158038639	1
65287655	65287660	217.4507350256	1
65287655	65287660	217.4507350256	1
65287660	65287662	177.3683037978	1
65287660	65287662	177.3683037978	1
1511324892	295505887	10.99281538	1
65287720	65287725	260.444234493	1
65287720	65287725	260.444234493	1
65287922	65287928	76.3124582433	1
65287922	65287928	76.3124582433	1
65287928	65287932	77.7459349107	1
65287928	65287932	77.7459349107	1
65287932	65287934	76.4208595268	1
65287932	65287934	76.4208595268	1
65287934	358887694	37.0289704329	1
65287934	358887694	37.0289704329	1
65287942	65287945	84.3569782467	1
65287942	65287945	84.3569782467	1
65287945	65287947	125.8412512927	1
65287945	65287947	125.8412512927	1
65287952	2317662697	92.2182461203	1
2317662715	65288014	71.6284715664	1
65288014	65287952	33.8939270364	1
65288046	65288048	26.5735857983	1
65288046	65288048	26.5735857983	1
65288048	5040160351	18.7493946329	1
65288048	5040160351	18.7493946329	1
5040160351	65284325	8.0594843796	1
5040160351	65284325	8.0594843796	1
65284325	5040162341	54.5911364258	1
65284325	5040162341	54.5911364258	1
5040162341	5040162338	62.9958818132	1
5040162341	5040162338	62.9958818132	1
5040162338	5040160412	60.2614764749	1
5040162338	5040160412	60.2614764749	1
5040160412	5040160414	59.6525669179	1
5040160412	5040160414	59.6525669179	1
5040160414	65288057	2.5744967623	1
5040160414	65288057	2.5744967623	1
65288057	65288088	157.3400114538	1
65288057	65288088	157.3400114538	1
65288178	65288182	94.3304055691	1
65288178	65288182	94.3304055691	1
65288238	4691974361	89.4860853832	1
65288238	4691974361	89.4860853832	1
4044911147	4035862304	46.9615701376	1
4035862304	65288271	48.6067881081	1
2624399002	3065529292	96.1292672204	1
3065529292	2624398947	38.2581306203	1
65288271	4035862303	48.4672600246	1
4035862303	4044910980	46.9441510084	1
4044910950	2624399002	80.3450109381	1
65286462	830818978	12.9786889304	1
65286462	830818978	12.9786889304	1
830818978	65288545	6.6313983416	1
830818978	65288545	6.6313983416	1
65288545	827616345	4.7758692827	1
65288545	827616345	4.7758692827	1
827616345	65288552	37.621067967	1
827616345	65288552	37.621067967	1
65288585	300752568	5.9506017324	1
65288585	300752568	5.9506017324	1
65288603	65288605	64.1257192037	1
65288603	65288605	64.1257192037	1
65288605	65288607	129.5995881539	1
65288605	65288607	129.5995881539	1
764886902	764886899	65.6365783481	1
764886902	764886899	65.6365783481	1
65288637	65288646	85.3545264792	1
65288637	65288646	85.3545264792	1
65288646	65288654	75.3103680626	1
65288646	65288654	75.3103680626	1
65288654	65288658	78.9900248192	1
65288654	65288658	78.9900248192	1
65288658	764886899	55.5442864151	1
65288658	764886899	55.5442864151	1
764886899	764886902	33.5177108945	1
764886899	764886902	33.5177108945	1
764886902	764844610	134.8220828817	1
764886902	764844610	134.8220828817	1
764844610	764844611	10.4515989603	1
764844610	764844611	10.4515989603	1
764844611	764888688	142.4271409253	1
764844611	764888688	142.4271409253	1
764888688	65288686	84.5652924651	1
764888688	65288686	84.5652924651	1
65288704	65288712	192.7935858156	1
65288704	65288712	192.7935858156	1
65288722	65288725	28.8795140139	1
65288722	65288725	28.8795140139	1
4202269033	65288735	26.9611529588	1
4202269033	65288735	26.9611529588	1
65288752	5437877182	10.2370568149	1
65288752	5437877182	10.2370568149	1
5437877182	5437877180	17.7700877574	1
5437877182	5437877180	17.7700877574	1
5437877180	65288754	35.9924746195	1
5437877180	65288754	35.9924746195	1
65288754	65288759	79.5194463785	1
65288754	65288759	79.5194463785	1
65289010	65289005	179.1791928218	1
65289026	65289028	59.30904116	1
65289026	65289028	59.30904116	1
259394878	5020762354	216.2529527295	6
65289131	1266060485	115.1042085003	1
65289131	1266060485	115.1042085003	1
65289154	65289156	65.6425194392	1
65289154	65289156	65.6425194392	1
65289156	65289158	140.4339342729	1
65289156	65289158	140.4339342729	1
65289158	65289161	140.6087669192	1
65289158	65289161	140.6087669192	1
65289161	65289164	141.110333	1
65289161	65289164	141.110333	1
65289181	65289194	148.836041683	1
65289181	65289194	148.836041683	1
65289201	65289203	73.6486825499	1
65289201	65289203	73.6486825499	1
65289203	65289209	151.0668046185	1
65289203	65289209	151.0668046185	1
65289214	65289222	34.4810374984	1
65289214	65289222	34.4810374984	1
65289269	315363291	45.7549139192	1
65289269	315363291	45.7549139192	1
315363291	65289275	48.9723860979	1
315363291	65289275	48.9723860979	1
4023017986	4023019229	114.2072865704	1
4023019229	65289280	136.1630080848	1
4026938895	1736656377	79.5664087269	2
65305155	65290162	97.3963869752	1
65305155	65290162	97.3963869752	1
65290169	65290173	82.4321063022	1
65290169	65290173	82.4321063022	1
65290267	65283764	140.988535648	3
258906452	65290362	118.2905651519	5
65290733	603359881	28.8063812525	1
65290733	603359881	28.8063812525	1
65290750	65290756	44.4548130623	1
65290750	65290756	44.4548130623	1
65290764	65290766	10.5026829135	1
65290764	65290766	10.5026829135	1
65290766	5443319184	30.2563726645	1
65290766	5443319184	30.2563726645	1
5443319184	258885510	49.2380975508	1
5443319184	258885510	49.2380975508	1
258885510	65290777	8.8889779142	1
258885510	65290777	8.8889779142	1
65290785	65290786	152.1830064759	1
65290795	65290798	95.49012358	1
65290795	65290798	95.49012358	1
65290804	65290821	276.2435790175	1
65290804	65290821	276.2435790175	1
65285650	65285648	274.1777778169	1
65290874	65290876	46.0182977233	1
65290874	65290876	46.0182977233	1
65290882	65290886	61.2153077995	1
65290882	65290886	61.2153077995	1
4000630119	65290896	26.0796345574	3
4000630119	65290896	26.0796345574	3
65290896	65290899	85.605686331	3
65290896	65290899	85.605686331	3
65286560	5437054800	37.0969219377	1
65286560	5437054800	37.0969219377	1
65291024	65291033	100.9667012616	1
65291024	65291033	100.9667012616	1
65291033	65291035	196.242642129	1
65291033	65291035	196.242642129	1
65291035	258964503	92.395854443	1
65291035	258964503	92.395854443	1
65291049	65291055	203.2504601982	1
65291049	65291055	203.2504601982	1
65291055	65291059	200.1875017542	1
65291055	65291059	200.1875017542	1
65291059	4911186527	70.9986874367	1
65291059	4911186527	70.9986874367	1
4911186527	65291060	99.4312744213	1
4911186527	65291060	99.4312744213	1
65291060	4941850726	32.2286881548	1
65291060	4941850726	32.2286881548	1
4941850726	4941849239	47.9725913714	1
4941850726	4941849239	47.9725913714	1
4941849239	65291062	62.2870183719	1
4941849239	65291062	62.2870183719	1
65291071	1720161744	25.3404081723	1
65291071	1720161744	25.3404081723	1
1720161744	1720161742	19.0892798947	1
1720161744	1720161742	19.0892798947	1
1720161742	3964882262	30.6053533406	1
1720161742	3964882262	30.6053533406	1
3964882262	65291075	17.1591639707	1
3964882262	65291075	17.1591639707	1
65291075	65291105	365.3003227211	1
65291075	65291105	365.3003227211	1
1636827301	65291206	93.2727154724	1
1636827301	65291206	93.2727154724	1
65291206	65291207	79.6081503931	1
65291206	65291207	79.6081503931	1
4438400183	65291209	79.3959410113	1
4438400183	65291209	79.3959410113	1
65364639	65291247	23.6014482611	2
65364639	65291247	23.6014482611	2
65291292	65291311	99.177089882	1
65291292	65291311	99.177089882	1
65291311	318299587	183.9464035228	1
65291311	318299587	183.9464035228	1
65291341	65291345	262.352363108	1
65291341	65291345	262.352363108	1
